laporan,label
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
jalan utama rusak berat terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
saluran air tersumbat oleh daun kering,Reguler
graffiti di tembok terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
gedung retak pasca gempa terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
jembatan penghubung desa terancam ambruk,Prioritas
kebakaran hutan terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
air keruh dari pdam terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
banjir parah terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
jembatan ambruk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jalan berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
lampu jalan mati di beberapa titik,Reguler
gas bocor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanggul sungai retak sepanjang 20m di dekat pemukiman,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
saluran air tersumbat oleh daun kering,Reguler
jalan berlubang kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
tanah longsor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
pohon tabebuya di median jalan perlu pembersihan bunga rontok,Reguler
jembatan ambruk terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
selokan tersumbat terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
papan nama jalan sudah tidak terbaca,Reguler
sampah berserakan di jalan dekat pasar,Reguler
gedung retak pasca gempa terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
tanah longsor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
jalan utama rusak berat terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
jalan berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
banjir parah terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
pohon tumbang terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
suara bising malam hari terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kabel listrik terbakar di dekat spbu pertamina,Prioritas
rumput taman tidak dipotong terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
banjir parah terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
air keruh dari pdam terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
gedung retak pasca gempa terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
kebakaran hutan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
lampu jalan mati di beberapa titik,Reguler
jalan berlubang kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
kabel listrik terbuka terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jembatan ambruk terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
rumput liar tumbuh di trotoar,Reguler
papan nama jalan sudah tidak terbaca,Reguler
kucing liar mengganggu terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
kucing liar mengganggu terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
papan nama jalan sudah tidak terbaca,Reguler
sampah berserakan di jalan dekat pasar,Reguler
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir parah terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
pohon tumbang terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
kebakaran hutan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
jembatan penghubung desa terancam ambruk,Prioritas
jalan berlubang kecil terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
kabel listrik terbuka terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
pembuangan limbah deterjen ilegal ke sungai,Prioritas
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
air keruh dari pdam terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
gedung retak pasca gempa terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
lampu jalan mati terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
bangku taman di area playground terdapat paku yang mencuat,Reguler
banjir parah terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
jembatan penghubung desa terancam ambruk,Prioritas
kucing liar mengganggu terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
selokan tersumbat terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
kebakaran hutan terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
rumput taman tidak dipotong terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
gas bocor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
gas bocor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
gedung retak pasca gempa terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
gedung retak pasca gempa terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
konstruksi bangunan tidak aman dengan perancah bambu,Prioritas
gas bocor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
jembatan ambruk terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
kucing liar mengganggu terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
graffiti di tembok terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
sampah menumpuk terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
saluran air tersumbat oleh daun kering,Reguler
suara bising malam hari terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
