laporan,label
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Jembatan penghubung desa terancam ambruk.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Banjir setinggi 1 meter menggenangi pemukiman warga.,Prioritas
Jembatan penghubung desa terancam ambruk.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Rumput liar tumbuh di trotoar.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Lampu jalan mati di beberapa titik.,Reguler
Lampu jalan mati di beberapa titik.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Tiang listrik patah dan hampir menimpa rumah warga.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Api membakar lahan kosong dekat pemukiman.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Papan nama jalan sudah tidak terbaca.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Api membakar lahan kosong dekat pemukiman.,Prioritas
Saluran air tersumbat oleh daun kering.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Saluran air tersumbat oleh daun kering.,Reguler
Tebing rawan longsor sangat dekat dengan sekolah dasar.,Prioritas
Sampah berserakan di jalan dekat pasar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
Sampah berserakan di jalan dekat pasar.,Reguler
Rumput liar tumbuh di trotoar.,Reguler
Papan nama jalan sudah tidak terbaca.,Reguler
